date_set,scope,condition,action,status,notes
2026-08-17,ENJSA,08-17 kesinlesmis (settled) kapanis < 106,TAM KESIM (14pp nakde),expired,"08-17 ACILDI - ON-KAYITLI, FIYAT GORULMEDEN YAZILDI. Gerekce: 08-14 settled 106,20 -> stop tamponu yalnizca %0,19 ve DORDUNCU rapordur daraliyor (%6,70 -> %3,64 -> %1,30 -> %0,19). Hisse BUGUN GUN ICI 105,80 (Is Yatirim 10:48) / 106,00 (borsapy 10:44) ile stopun ALTINDA. Neden bugun kesilmedi: METHODOLOGY 3 geregi kesim SETTLED kapanisa baglidir ve bu disiplinin OLCULMUS degeri var - CCOLA 08-11'de gun ici 85,45 ile 86 stopunun altindaydi, settled 86,65 geldi, kesilmedi ve DOGRU cikti (ertesi gun gercekten deldi ve o zaman kesildi). KARSI KANIT ACIKCA KAYITLI: ENJSA'nin degerleme bacagi BUGUN GUCLENDI - XELKT medyani 21,92 -> 23,50'ye cikarken ENJSA 18,33'te kaldi, iskonto %16'dan %22'ye genisledi, ve PD/DD 1,15 < 1,19 + EV/FAVOK 4,0 ile cekirdekte DORT deger alt-metrigini birden gecen tek isim. Buna ragmen kesim sarti yaziliyor cunku 6.7 dersi (DOAS F/K 11,50 ile medyanin cok altindaydi ve tek seansta -%10,24 yapti) ucuzlugun stop altinda kapanan pozisyonu kurtarmadigini gosterdi. Atesler ise: nakit %42 -> %56, cekirdek 3 isme iner, riskli-varlik icindeki finansal pay %55 -> %73. Esik YARIN OYNATILMAYACAK || 08-18 EXPIRED - TEST EDILDI, ATESLENMEDI. 08-17 settled 107,80 > 106 -> kesim SARTI KARSILANMADI, pozisyon KORUNDU. KRITIK: 08-17 gun-ici 105,80-106,00 stopun ALTINDAYDI ve kapanista 107,80'e toparladi (+%1,51 vs XU100 -%0,28 = +1,78pp ONDE). Tampon %0,19 -> %1,70 (dokuz kat genisledi). Settled-capasi disiplininin DORDUNCU dogrulanmasi. Esik GEVSETILMEDI: 106 stopu yerinde duruyor"
2026-08-17,METODOLOJI,"compute_perf.py entry_close sapma uyari esigi %0,5 - gercek ledger hatalarini kaciriyor","Esik %0,1'e indirilmeli; degisiklik ONCE METHODOLOGY.md'de yapilir, ad-hoc script duzenlemesi YOK",active,"08-17 ACILDI. BUGUN SOMUT OLCULDU: ANSGR entry_close provizyonel 28,80 yazilmisti, dogru deger 28,68 cikti, sapma %0,417 -> script esigi %0,5'in ALTINDA -> UYARI CIKMAZDI. Yani dun 'compute_perf'in >%0,5 sapma UYARISI bu duzeltmeyi otomatik denetleyecek' diye yazdigim cumle YANLISTI. Duzeltmeyi yakalayan sey scriptin denetimi degil, triggers.csv'deki ledger tetigiydi. Otomatik denetime guvenip tetigi yazmasaydim giris capasi bugun hala yanlis olacakti ve HICBIR uyari cikmayacakti. Operasyonel sonuc: ledger duzeltmeleri script denetimine BIRAKILAMAZ, her biri ayri tetik olarak yazilir"
2026-08-17,METODOLOJI,get_technical_analysis RSI anomalisi - 3 haftadir 'BIST'te guvenilmez veri' diye kaydediliyordu,"BULGU GERI ALINDI VE YENIDEN YAZILDI: TA bozuk veri vermiyor, Wilder degil CUTLER (basit ortalama) RSI hesapliyor ve bugunun oturmamis barini dahil ediyor. Elle Wilder OTORITER KALIR (esikler 38/45/65/75 Wilder'a kalibre) ama TA cikti artik 'bozuk' degil DONUSTURULEBILIR sayilir",active,"08-17 ACILDI - KANIT: TA ciktisi ondalik basamagina kadar yeniden uretildi, 4/4 TAM ESLESME. GARAN elle Cutler(settled+intraday) 57,69230769230767 vs TA 57,69230769230767 (fark 0,000000) | ANSGR 65,0190114068441 vs 65,0190114068441 (0,000000) | ENJSA 42,073170731707336 vs 42,073170731707336 (0,000000) | BIMAS 38,8235294117647 vs 38,8235 (yalnizca 4-hane yuvarlama). Elle Wilder karsiliklari: GARAN 53,71 ANSGR 56,53 ENJSA 44,00 BIMAS 44,19 (n=43 settled kapanis, 5 seed). BU AYNI ZAMANDA DUNKU ACIKLAMAYI DA CURUTUYOR: dun sapmanin govdesini 'TA oturmamis bari katiyor' diye acikladim ama BIMAS'in intraday bari YUKARI (374,75 -> 375,25) iken TA RSI'i elle hesabin 5,37 puan ALTINDA - oturmamis bar tek basina bunu uretemez. Govde Wilder(ustel) vs Cutler(basit) yumusatma farkidir, oturmamis bar IKINCIL. Kalici ders: bir araci 'guvenilmez' ilan etmeden once ciktisini yeniden uretmeyi denemeliyim - bu 3 hafta degil 1 saat surdu"
2026-08-17,PORTFOY,ENJSA kesimi ateslerse nakit %42 -> %56 cikar ve finansal blogun MUTLAK agirligi %32'de sabit kalirken RISKLI-VARLIK icindeki payi %55 -> %73'e firlar,"Konsantrasyon capi MUTLAK agirlikla degil RISKLI-VARLIK PAYIYLA olculur; riskli-varlik payi >%60 -> ek finansal add YASAK, >%75 -> kademeli azalt",active,"08-17 ACILDI - KESIM GERCEKLESMEDEN ONCE, olcum birimi hatasi fiyat gorulmeden duzeltiliyor. Gerekce: 08-14'te yazdigim finansal cap (%35 mutlak) nakit buyudukce YANILTICI hale geliyor - nakit %56'ya ciktiginda GARAN+ANSGR mutlak %32'de kalir ve cap MET DEGIL gorunur, oysa riskli varliklarin %73'u finansal olur. Bugunku olcum: %32 mutlak / %55 riskli-varlik payi -> MET DEGIL. Bu, staples capinde yaptigim hatanin (aylarca 'izlenen oran' yazip cap koymamak) yapisal versiyonu ve bu kez ONCEDEN yakalandi"
2026-08-18,BIMAS,08-18 kesinlesmis (settled) kapanis >= 390 VE elle Wilder RSI-14 < 65,Agirlik 12 -> 18 yukselt (6pp nakitten),fired,"08-19 FIRED (POZITIF). Iki bacak da ON-KAYITLI esikle olculdu ve GECTI: 08-18 settled 405,00 >= 390 (%3,85 marj) VE elle Wilder RSI-14 60,94 < 65 (n=46, 5 seed 60,83-61,41; TA Cutler 62,11 - esigi ikisi de asmiyor, yani bu tetikte kaynak farki KARAR DEGISTIRMEDI, ilk kez). AKSIYON UYGULANDI: agirlik %12 -> %18, 6pp nakitten. Bu, 12 Agustos'taki iki kesimden beri nakidin ILK tanimli dagitimi. Not: tetik dun +%6'lik gun-ici tepki barinin ORTASINDA yazildi ve settled onu TESLIM ETTI - on-kayit sicili 7/7 (dogru atesledi veya dogru atesle-medi)."
2026-08-18,METODOLOJI,"'Q2 beslemede dogrulanabilir' sartli kapilar (KCHOL girisi, ANSGR kademe, MPARK girisi, ENJSA ek-upgrade) artik KAP BIRINCIL BELGESIYLE degerlendirilebilir","Kapi metinleri 'beslemede dogrulanir' yerine 'KAP birincil belgesinden VEYA beslemeden dogrulanir' olarak yeniden yazilmali; degisiklik ONCE METHODOLOGY.md §5'te yapilir, ad-hoc kapi gevsetmesi YOK",active,"08-18 ACILDI. Bugun kanitlandi: KAP Finansal Rapor icerigi get_news(news_id, page) ile okunabiliyor (BIMAS 17 sayfa, ANSGR 16 sayfa). Bu, 6/6 isimde kalici kapali olan 'veri bacagi'nin YAPISAL degil ARACSAL bir limit oldugunu gosteriyor. BUGUN HICBIR KAPI AD-HOC GEVSETILMEDI: ANSGR kademesi zaten FIYAT bacagindan dustu (28,40 < 29,68), MPARK'in kapisi FAALIYET KARI istiyor ve bilanco tablosunda faaliyet kari YOK -> birincil belge o bacagi acmiyor. Yani bugun bu bulgunun karar-degistirici etkisi SIFIR; degeri yarindan itibaren"
2026-08-18,MPARK,"KAP-teyitli Q2 FAALIYET kari YoY POZITIF (2026Q1'deki -%14,8 tersine doner) VE elle Wilder RSI-14 <65 VE settled >420","Yeni giris degerlendir (starter ~8pp, nakitten)",active,"08-18 GUNCELLENDI (08-14 kapisinin halefi - 'beslemede dogrulanir' ifadesi 'KAP-teyitli' ile degistirildi, ESIK GEVSETILMEDI). Bugunku olcum: settled 438,00 > 420 OK, elle Wilder RSI-14 60,44 < 65 OK (n=44), degerleme OK (F/K 12,6 < XUHIZ medyan 19,09, EV/FAVOK 4,8, PD/DD 1,9 > medyan 1,4 HAYIR), FA || 08-19: FAALIYET KARI BACAGI UCUNCU YOLDAN DA KAPANDI VE ARTIK YAPISAL. KAP Finansal Raporu (05 Agu 19:44) 18 SAYFA ve s.4 / s.10 / s.16 tek tek okundu - UCUNDE de 'Finansal Durum Tablosu (Bilanco)'; belgenin summary alani da bunu yaziyor. Gelir tablosu bu KAP kaleminde YOK. Besleme 11. is gunu 2026Q1'de. Diger uc bacak ACIK: settled 438,00 > 420, elle Wilder RSI-14 58,96 < 65, F/K 12,6 < XUHIZ medyan 17,77 + EV/FAVOK 4,8. GIRIS YOK."
2026-08-18,ENKAI,"Deger elegi profili temiz (F/K 10,6 < XUHIZ medyan 19,09, PD/DD 1,2) ama Q2 sonrasi teknik cokus",Izleme: §6.7 deger-tuzagi hipotezinin UCUNCU vakasi olarak kaydedildi; giris YOK,active,"08-18 ACILDI. DUN 'olculemedi - eleme degil EKSIK, yarinin ilk maddesi' diye yazilmisti. BUGUN OLCULDU: Q2 raporu 14 Agu 19:23 KAP (Cuma kapanis sonrasi); 17 Agu settled 87,65 -> 80,15 = -%8,56 (hacim 52,4M = ~3,5x normal), KAP 'Pay Bazinda Devre Kesici Bildirimi' 17 Agu 14:19. Bugun 79,35-79,65, elle-disi TA RSI 30,93, MACD hist -0,588, fiyat sma20 86,58 / ema50 86,73 ALTINDA, momentum eleginden dustu. §6.7 imzasi: ucuz F/K + bilanco sonrasi cokus. DURUSTLUK: bu ismi TEZLE elemedim, OLCEMEDIGIM icin almadim - 'olculmemis ise alma' disiplini dogru sonucu uretti ama bu SANS, beceri degil"
2026-08-19,BIMAS,Iki ardisik seans settled >= 400,Trailing stop 370 -> 385 yukselt,fired,"08-19 ACILDI - ON-KAYITLI, TUPRS PRESEDANI. Gerekce: 08-18 settled 405,00 ile stop 370'e tampon %9,46'ya cikti; TUPRS'ta (07-10) trailing stopu 195 -> 291'e yukseltmek realize +%27,77 getiriyi KILITLEMISTI - arsivin en yuksek alfali karari. AMA BUGUN ELLE YUKSELTMIYORUM: tek seans bir rejim degildir ve dun ENJSA'nin guvenini tek seansla yukseltmeyi reddettim; ayni testi kendi lehime olan tarafta da uyguluyorum. SAYAC 1/2 (08-18 settled 405,00 >= 400). 385 esigi = 08-17 oncesi settled 382,00'in hemen ustu, yani bilanco-oncesi seviyeyi savunuyor. || 08-20 FIRED (POZITIF). Sayac 2/2 TAMAMLANDI: 08-18 settled 405,00 >= 400 OK, 08-19 settled 416,50 >= 400 OK (esigi %4,13 marjla asti). AKSIYON UYGULANDI: trailing stop 370 -> 385, positions.csv current_stop guncellendi. 08-19 settled 416,50'ye gore yeni tampon %8,18 (eski stopla %12,57). TUPRS presedani (07-10 trailing -> realize +%27,77) ikinci kez uygulandi. On-kayit sicili 8/8"
2026-08-19,ENJSA,Iki ardisik seans settled > 108 VEYA Q2 icerigi okunabilir hale gelir,Guven ORTA-DUSUK -> ORTA geri yukselt,fired,"08-19 ACILDI - dun rapor metninde yazilmisti, bugun LEDGER'A GECIRILIYOR (kayit disi kalan bir sart tetik degildir). OLCUM: 08-17 settled 107,80 < 108 ✗, 08-18 settled 110,50 > 108 ✓ -> SAYAC 1/2. Q2 bacagi 9. is gunu kapali. Guven ORTA-DUSUK KALDI. || 08-20 FIRED (POZITIF). Sayac 2/2 TAMAMLANDI: 08-18 settled 110,50 > 108 OK, 08-19 settled 111,00 > 108 OK. AKSIYON UYGULANDI: guven ORTA-DUSUK -> ORTA. Q2 icerigi bacagi HALA kapali (10. is gunu) - sart 'VEYA' idi, fiyat bacagindan gecti. Giris ASKISI kaldirildi; agirlik artisi AYRI on-kayda baglandi (KURAL 9: guven kademesi != agirlik)"
2026-08-19,VERI/BESLEME,"Beslemenin IKI HIZLI oldugu olculdu: get_financial_ratios Q2'yi 1 is gununde yansitti, get_financial_statements yansitmadi",F/K gibi TUREV metrikler icin ratios beslemesi Q2-sonrasi GUVENILIR sayilir; ceyreklik YoY icin statements beslemesi beklenmeye devam eder,active,"08-19 ACILDI - BUGUNUN EN KALICI METODOLOJIK BULGUSU ve 13 gundur yazdigim 'veri bacagi kapali' teshisini IKINCI KEZ daraltiyor. SOMUT OLCUM (BIMAS): get_financial_statements quarterly HALA 2026Q1'de (2. is gunu) AMA get_financial_ratios F/K'yi 19,57 -> 16,46'ya cekti ve bu rakam Q2'yi ICERIYOR - dogrulama: piyasa degeri 486.000M / (H1 2026 14.934,5M + H2 2025 14.594,8M = 29.529,2M) = 16,46, raporlanan 16,46 ile BIREBIR. Yani carpan beslemesi ile tablo beslemesi AYNI besleme degil. DUNKU §9 BOSLUGU BOYLE KAPANDI: yanlis olan 'Hisse Basina Kazanc 37' alaniydi (593M pay ima ediyordu), piyasa degeri bacagi (1.200M pay) DOGRUYDU."
2026-08-19,DOAS,Q2 Finansal Rapor KAP'a dusunce §6.4 deger-tuzagi hipotezinin RESMI SINAVI yapilir,Hipotez teyit/red kaydedilir; MPARK giris kapisinin gerekcesi buna bagli,fired,"08-19 ACILDI (bekleyen sinav takibi). BUGUN BEKLENIYORDU AMA GELMEDI: KAP listesinde 10:38 TRT itibariyle en yeni kalem 17 Agu 18:30 'Herhangi Bir Otoriteye Mali Tablo Verilmesi' - Finansal Rapor YOK. Bu arada hisse dusmeye devam etti: 08-17 settled 173,20 -> 08-18 168,70 (-%2,60 vs XU100 -%0,03 = -2,57pp). Bilanco oncesi zayiflik, hipotezle TUTARLI ama KANIT DEGIL. Sinav ertelendi, kapatilmadi. || 08-20 FIRED (SINAV BASLADI, SONUC BEKLENIYOR). DOAS Q2 Finansal Rapor 19 Agu 2026 18:43 KAP'a dustu (seans SONRASI). KAP BIRINCIL BELGESINDEN OKUNDU (17 sayfa, s.17 ozkaynak): H1 2026 Net Donem Kari 2.356.360 bin TL vs H1 2025 ana ortaklik 3.603.191 bin TL = -%34,60 YoY NOMINAL, TUFE %31,75 ile REEL -%50,36. Dogru satir teyidi: belgenin 31.12.2025 sutunu 3.698.933 bin, beslemedeki FY2025 3.698.887.786 ile %0,001 sapiyor. HIPOTEZ SINAVI: ucuz carpan (F/K 11,36 << XUHIZ 18,05, PD/DD 0,55) + sert kar bozulmasi -> hipotez NEGATIF settled tepki bekliyor. 08-20 gun-ici 173,60/173,70 = settled 169,20'ye gore +%2,60 POZITIF -> INTRADAY OKUMA HIPOTEZLE CELISIYOR. RESMI sonuc 08-20 KAPANISINDA olculecek (METHODOLOGY §3)"
2026-08-19,GRSEL,"(a) H1/Q2 kar buyumesi REEL bazda pozitif (nominal YoY > TUFE %31,75) VE (b) settled > 350 (17 Agu Q2 oncesi seviye geri alinir) VE (c) elle Wilder RSI-14 < 65","Yeni giris degerlendir (starter ~8pp, nakitten)",active,"08-19 ACILDI - HAFTALARDIR HUNIDEN CIKAN ILK GERCEKTEN YENI ISIM. UC RESMI SECIM KRITERININ UCUNU DE GECIYOR: (1) H1 2026 net donem kari 1.722.801.344 TL vs H1 2025 1.467.750.330 TL = +%17,38 YoY [KAP Finansal Rapor 17 Agu 19:56, s.17/18 ozkaynak tablosu - BIRINCIL BELGE; belgenin 31.12.2025 sutunu 3.402.190.087 beslemedeki 3.402.148.641 ile %0,001 sapiyor = dogru satir teyidi]; (2) F/K 9,44 << XUHIZ medyan 17,77; (3) katalizor Q2 Finansal Rapor 17 Agu 2026 19:56 KAP. KALITE BACAGI DA TEMIZ: 2026Q1 FAALIYET kari +%22,24 YoY (866,4M -> 1.059,1M) yani net kardan HIZLI buyuyor ve ertelenmis vergi 2026Q1'de -86,2M (2025Q1'de +79,8M) yani vergi kalemi LEHTE degil ALEYHTE calisti - MPARK'in tam TERSI imza. BUGUN NEDEN ALMIYORUM (iki sert gerekce): (i) REEL BAZDA KUCULUYOR - nominal +%17,38 vs TUFE %31,75 => reel -%10,91; ayrica satis gelirleri 3.184,0M vs 3.169,7M = nominal +%0,45 => reel ~-%24, yani buyume tamamen brut marj genislemesinden (%29,8 -> %36,5) geliyor ve marj hikayeleri geri doner; (ii) Q2 SONRASI FIYAT TEPKISI NEGATIF: rapor 17 Agu 19:56'da geldi, 08-18 settled 343,00 -> 338,50 = -%1,31 vs XU100 -%0,03 = -1,28pp GERIDE - §6.7 ucuz-carpan + negatif-bilanco-tepkisi imzasinin ta kendisi (ENKAI/DOAS/MGROS). Elle Wilder RSI-14 49,87 (n=46, 5 seed 49,87-50,63) - notr. || 08-20 OLCUM: (a) reel -%10,91 HAYIR (degismedi) - (b) settled 328,50 < 350 HAYIR ve esikten UZAKLASTI (08-18 338,50 -> 08-19 328,50) - (c) elle Wilder RSI-14 43,70 < 65 EVET. UCTEN BIRI, MET DEGIL. 08-19'da -%2,95 vs XU100 +%2,34 = -5,30pp = Q2 sonrasi UCUNCU ardisik negatif rolatif seans; §6.5 deger-tuzagi imzasi GUCLENDI"
2026-08-19,METODOLOJI,"SECIM KRITERI'ndeki 'son ceyrek kar buyumesi POZITIF' sarti NOMINAL olarak yazilmis; TUFE %31,75 iken nominal-pozitif REEL-NEGATIF olabiliyor","Buyume bacagi REEL bazda (nominal YoY vs son aciklanan TUFE YoY) degerlendirilmeli; degisiklik ONCE METHODOLOGY.md'de yapilir, ad-hoc kural gevsetme/sikilastirma YOK",active,"08-19 ACILDI - BUGUN SOMUT PARA ETKISI URETTI. GRSEL nominal +%17,38 ile 'pozitif buyume' bacagini GECIYOR ama TUFE %31,75 karsisinda reel -%10,91, yani sirket kuculuyor. Ayni olcek diger isimlere uygulandiginda ayrim KESKIN: BIMAS +%103,3 nominal => reel +%54,3; ANSGR (2026Q1) +%70,3 => reel +%29,3; MPARK net +%8,94 => reel -%17,3 ve faaliyet -%14,8 => reel -%35,3; GRSEL +%17,38 => reel -%10,91. YANI PORTFOYDEKI IKI ISIM REEL BUYUYOR, REDDETTIGIM IKI ADAY REEL KUCULUYOR - kriter reel yazilsaydi bugune kadarki kararlarim DEGISMEZDI ama gerekce daha dogru olurdu. BUGUN KURALI DEGISTIRMIYORUM: METHODOLOGY once guncellenir (08-17'de compute_perf esigi icin ayni disiplini uyguladim). Not: enflasyon muhasebesi (TMS-29) uygulayan sirketlerde rakamlar zaten kismen endekslidir - bu, kuralin METHODOLOGY'de tartisilmasi gereken karsi argumanidir ve saklamiyorum."
2026-08-19,MAVI,Kar buyumesi bacagi sert veriyle olculdu ve BASARISIZ,"Eleme - giris kapisi ACILMAZ, izleme disi",expired,"08-19 ACILDI VE AYNI GUN KAPANDI. Dun ve onceki gun 'GRSEL ve MAVI kar-kalitesi bacaginda olculemedi - devrediyorum' diye yazmistim; BUGUN OLCULDU: MAVI 2026Q1 ana ortaklik kari 686.067.000 vs 2025Q1 1.108.511.000 = -%38,11 YoY; FAALIYET kari 1.676.575.000 vs 2.001.874.000 = -%16,25 YoY. IKI BACAK DA NEGATIF -> SECIM KRITERI'nin birinci sartini gecmiyor. F/K 14,35 < XUHIZ medyan 17,77 olmasi bunu KURTARMIYOR - §6.7'nin tanimi zaten bu. Iki gunluk 'eksik' kalemi KAPANDI."
2026-08-20,ENJSA,Iki ardisik seans settled > 112 VE elle Wilder RSI-14 < 65,Agirlik 14 -> 18 yukselt (4pp nakitten),active,"08-20 ACILDI - ON-KAYITLI, fiyat gorulmeden yazildi. Gerekce: guven kademesi bugun ORTA-DUSUK -> ORTA yukseldi (tetik 2/2 atesledi) ve giris askisi kalkti; ama KURAL 9 geregi guven yukselmesi TEK BASINA agirlik oynatmaz - ayri ve olculebilir bir kapi gerekir. Esik neden 112: 08-19 settled 111,00 ve 08-05 zirvesi 113,00; 112 bu bandin ustunde yeni bir rejim demektir. RSI bacagi asiri-alimda ek sermaye koymayi engeller. Sayac 0/2. Q2 icerigi 10. is gunu hala okunamiyor - bu yuzden kapi FIYAT bacagina baglandi, olcemeyecegim bir sarta degil (MPARK dersi)"
2026-08-20,ANSGR,"BESINCI ardisik negatif alfa seansi VE settled < 27,60","Agirlik 10 -> 5 trim (kademeli, tam kesim degil)",active,"08-20 ACILDI - ON-KAYITLI. 08-19 DORDUNCU ardisik negatif alfa seansiydi (kumulatif alfa -%0,69 -> -%1,71 -> -%2,65). Dun aynen sunu yazmistim: dorduncu ve besinci negatif alfa seansi gelirse bu gurultu degil, girisin zamanlamasinin yanlis oldugunun kaniti olmaya baslar. Bugun o esik gectiginden sarti YAZIYA dokuyorum. ONEMLI NUANS: 08-19 mutlak getirisi POZITIFTI (+%1,42), sadece endeks (+%2,34) daha hizli kostu - yani tezde bozulma degil, rolatif geride kalma var. Bu yuzden tam kesim degil kademeli trim, ve fiyat bacagi (27,60) SART - alfa tek basina agirlik oynatmaya yetmez. Tez bacagi bozulmadi: F/K 3,83 << XUMAL medyan 9,47, 21 emsalin en ucuzu. Stop 26,80 ayri tetikte duruyor. Sayac 4/5"
2026-08-20,BIMAS,Iki ardisik seans settled >= 430,Trailing stop 385 -> 400 yukselt,active,"08-20 ACILDI - ON-KAYITLI, bugunku trailing yukseltmesinin (370 -> 385) DEVAMI olarak zincirleniyor. TUPRS presedani: kar-kilitleme kademeli yapilir, tek adimda degil. 08-19 settled 416,50, esik 430 = %3,24 yukarida. Sayac 0/2. NOT: elle Wilder RSI-14 bugun 65,94 ile ILK KEZ 65 esiginin USTUNDE (n=48, 5 seed 65,27-65,94); add-yasak esigi 75 oldugu icin bir aksiyon dogurmuyor ama ek sermaye kapisi artik kapaliya yakin - agirlik %18te SABIT"
2026-08-20,DOAS,"08-20 SETTLED kapanis tepkisi: Q2 (net -%34,60 YoY nominal / -%50,36 reel) sonrasi ilk kesinlesmis kapanis",§6.5 deger-tuzagi hipotezi TEYIT (negatif settled) veya RED (pozitif settled) olarak kaydedilir,fired,"08-20 ACILDI - DUNKU SINAV TETIGININ DEVAMI. Q2 dun 18:43te seans SONRASI geldi, bu yuzden 08-19 settled (169,20) tepkiyi ICERMIYOR. Resmi olcum 08-20 kapanisiyla yapilacak. GUN-ICI OKUMA HIPOTEZ ALEYHINE: 10:32-10:33 TRT 173,70 (borsapy) / 173,50 (Is Yatirim) = settled 169,20 uzerine +%2,60, ayni saatte XU100 +%0,27 -> +2,33pp ONDE. Eger kapanis da pozitif rolatif gelirse §6.5 hipotezinin ILK KARSI-VAKASI olur ve n=5 orneklem 4/5e duser. Bunu simdiden yaziyorum ki aksam sonuc aleyhime cikarsa cerceve degistiremeyeyim || 08-24 SONUCLANDI - HIPOTEZ RED. On-kayitli olcum: 08-20 settled 170,30 vs 08-19 settled 169,20 = +%0,65 POZITIF -> tetik metni 'pozitif settled = RED' diyordu, RED KAYDEDILDI. Benchmark-rolatif okuma da AYNI YONDE: 08-20 XU100 -%0,43 -> DOAS alfa +1,08pp POZITIF. Yani reel -%50,36'lik bir Q2'den sonra hisse ilk kesinlesmis kapanista endeksi YENDI - deger-tuzagi tezinin bekledigi tepki GELMEDI. KARSI KANIT (goalpost oynatmadan kaydediliyor): Q2 oncesi son kapanistan (08-18 168,70) 08-21'e (169,80) kumulatif DOAS +%0,65 vs XU100 +%2,74 -> 3 seanslik alfa -2,09pp NEGATIF. Yani tek-seans testi RED, uc-seans rolatif okuma hipotez LEHINE. On-kayitli test otoriterdir: RED."
2026-08-20,GLRMK,Kar-kalitesi bacagi sert veriyle olculsun (dun DURUSTLUK bolumunde acik kalem olarak devredilmisti),Eleme - giris kapisi ACILMAZ,expired,"08-20 ACILDI VE AYNI GUN KAPANDI - KURAL 2 (dogrulanamayan elenir) ile. Besleme GLRMK icin yalnizca 2026Q1 / 2025Q4 / 2025Q2 donemlerini veriyor; 2025Q1 KARSILASTIRMASI YOK, dolayisiyla YoY HESAPLANAMIYOR. Koru-hizi kaniti sert negatif: 2026Q1 ana ortaklik kari 605.252.691 TL; H1 2025 (6 ay) 3.019.584.592 TL; FY2025 5.039.394.479 TL. 2026Q1 yillik hizi (605,3M x 4 = 2.421M) FY2025in %48i. 2025Q1 H1 2025in ucte biri kadar kucuk olsaydi bile YoY -%40 civari cikardi. Ek olarak elle degil TA RSI 73,69 = add-yasak esigi 75e cok yakin. Eleme gerekcesi: ucuz F/K (14,45 < XUHIZ 18,05) tek basina yeterli degil, kar bacagi OLCULEMIYOR"
2026-08-20,VERI/BESLEME,"get_financial_statements birden fazla XU100 isminde 2025Q1 karsilastirmasini VERMIYOR (GLRMK, ENERY, SAHOL, DOHOL: seri 2025Q2den basliyor)",YoY olculemeyen isim KURAL 2 ile elenir; ikame ariyorum (KAP birincil belge yolu bu kalemde de denenecek),active,"08-20 ACILDI. Bugun dort ayri yeni adayda ayni sinir cikti ve DORDU DE bu yuzden elendi. Bu, MPARKin faaliyet-kari bacagindan FARKLI bir limit: orada kalem yok, burada DONEM yok. KAP birincil belgesi (ozkaynak tablosu) H1 rakamini veriyor ama karsilastirma sutunu 31.12 oluyor, YoY icin gecen yilin H1i gerekiyor - yani birincil-belge yolu bu limiti ASMIYOR. Izlemeye alindi"
2026-08-21,RUTIN/VERI,Rutin bir is gunu veri cekemezse -> ertesi gun cift backfill + gecikmenin raporlanmasi,Ertesi rutin 08-20 VE 08-21 kapanislarini birlikte backfill eder; gecikme raporda acikca yazilir,expired,"08-21 ATESLEDI - ILK KEZ. Bu tetik 08-20 raporunda 'Tetiklenmedi, boşluk yok' diye yaziliydi. Bugun rutin calisti ama HICBIR piyasa verisine ulasamadi -> prices.csv 2026-08-19'da durdu, 08-20 islem gunu KAYIP. Yarinki rutin icin ZORUNLU: (1) cift backfill 08-20 + 08-21; (2) geriye donuk STOP DENETIMI - iki kor gunun kapanislari tek tek stop seviyeleriyle karsilastirilacak (GARAN 118 / BIMAS 385 / ENJSA 106 / ANSGR 26,80) ve delinme varsa kesim GERIYE DONUK kayda gecirilecek, 'fark etmedim' diye atlanmayacak. || 08-24 KAPANDI VE UYGULANDI: 08-20 VE 08-21 kapanislari birlikte prices.csv'ye eklendi (12 satir: XU100+GARAN+BIMAS+ENJSA+ANSGR+THYAO x2 gun). On-kayitli tetiklerin tamami ATLANAN gunun settled'iyle degerlendirildi (BIMAS trailing 0/2, ENJSA artis 0/2, ANSGR trim sayaci 4/5 -> 1/5). Gecikme raporda acikca yazildi."
2026-08-21,ALTYAPI,borsamcp-new MCP sunucusunun araclari zamanlanmis (headless/cron) calistirmada oturuma HIC yuklenmiyor,Baglantinin yenilenmesi gerekiyor - model tarafinda cozulemez; her rutinde durum yeniden olculur,expired,"08-21 ACILDI. ListConnectors: installState=connected, connected=true, enabledInChat=true - yani baglanti KAYITLI VE ACIK gorunuyor. Ama tek bir arac bile kayit defterinde YOK: get_historical_data, get_technical_analysis, scan_stocks, screen_securities, get_financial_ratios, get_sector_comparison, get_news, get_macro_data, get_bond_yields icin ToolSearch 'No matching deferred tools found' dondu; ListMcpResourcesTool(borsamcp-new) da bos. AYRIM: bu, son iki haftada raporladigim ARALIKLI MCP kesintilerinden FARKLI bir ariza sinifi - orada cagri basarisiz oluyordu, burada ARAC KAYDI HIC OLUSMUYOR. Tekrar denemek fayda etmez. || 08-24 KAPANDI - KOSUL ORTADAN KALKTI. borsamcp-new araclarinin TAMAMI bu zamanlanmis oturuma yuklendi (ToolSearch ilk cagride 'still connecting' dedi, ikinci cagride 24 aracin hepsi geldi). Yani 08-21'deki kalici-ariza teshisi YANLIS DEGIL ama EKSIKTI: sorun kalici degil, baglanti YARISI (race) - MCP sunucusu oturum acilirken hazir olmuyor, ToolSearch'u tekrarlamak cozuyor. HALEF TETIK ACILDI (asagida)."
